Hugo_Symbol	Chromosome
EIF2AK4	chr15
EIF2B5	chr3
EIF2D	chr1
EIF4E	chr4
EIF5B	chr2
ELF1	chr13
ELF4	chrX
ELL3	chr15
ELMO3	chr16
ELMOD3	chr2
ELMSAN1	chr14
ELOVL6	chr4
EMB	chr5
EME1	chr17
EML4	chr2
EMR3	chr19
ENOPH1	chr4
ENPEP	chr4
ENPP3	chr6
ENPP4	chr6
ENPP5	chr6
ENTHD1	chr22
ENTPD1	chr10
ENTPD5	chr14
EPB41L1	chr20
EPB41L5	chr2
EPDR1	chr7
EPHA2	chr1
EPN2	chr17
EPS8L2	chr11
EPX	chr17
ERBB2	chr17
ERC2	chr3
ERCC3	chr2
ERF	chr19
ERGIC2	chr12
ERH	chr14
ERI1	chr8
ERI3	chr1
ERMN	chr2
ERO1LB	chr1
ERP27	chr12
ERVV-1	chr19
ESAM	chr11
ESPL1	chr12
ESRRA	chr11
ETFA	chr15
ETFDH	chr4
ETNPPL	chr4
ETV3	chr1
ETV3L	chr1
EVA1A	chr2
EVC	chr4
EVI2B	chr17
EVL	chr14
EXOC3	chr5
EXOC7	chr17
EXOSC5	chr19
EYA2	chr20
EZR	chr6
F3	chr1
FADS1	chr11
FAF1	chr1
FAH	chr15
FAIM3	chr1
FAM101A	chr12
FAM102B	chr1
FAM109B	chr22
FAM110B	chr8
FAM115A	chr7
FAM118A	chr22
FAM120B	chr6
FAM120C	chrX
FAM124A	chr13
FAM124B	chr2
FAM126B	chr2
FAM131B	chr7
FAM134A	chr2
FAM134C	chr17
FAM13A	chr4
FAM149A	chr4
FAM149B1	chr10
FAM159A	chr1
FAM160B1	chr10
FAM163A	chr1
FAM170B	chr10
FAM178A	chr10
FAM179A	chr2
FAM183B	chr7
FAM184A	chr6
FAM184B	chr4
FAM188B	chr7
FAM196A	chr10
FAM198A	chr3
FAM19A1	chr3
FAM200A	chr7
FAM208A	chr3
FAM20B	chr1
FAM227B	chr15
FAM26D	chr6
FAM3C	chr7
FAM46A	chr6
FAM46B	chr1
FAM46C	chr1
FAM49A	chr2
FAM65C	chr20
FAM71F2	chr7
FAM81A	chr15
FAM83E	chr19
FAM86A	chr16
FAM91A1	chr8
FAM98C	chr19
FANCE	chr6
FAP	chr2
FAR1	chr11
FARSA	chr19
FAS	chr10
FASTKD5	chr20
FBLN5	chr14
FBLN7	chr2
FBXL13	chr7
FBXL20	chr17
FBXL5	chr4
FBXO10	chr9
FBXO15	chr18
FBXO24	chr7
FBXO25	chr8
FBXO31	chr16
FBXO32	chr8
FBXO4	chr5
FBXO41	chr2
FBXO48	chr2
FCAMR	chr1
FCGR1A	chr1
FCGRT	chr19
FCHSD1	chr5
FCHSD2	chr11
FCRL1	chr1
FCRL3	chr1
FCRL4	chr1
FDXACB1	chr11
FERMT2	chr14
FERMT3	chr11
FEZ1	chr11
FGD1	chrX
FGD5	chr3
FGF5	chr4
FGF9	chr13
FGFR1	chr8
FHDC1	chr4
FHL5	chr6
FIBCD1	chr9
FKBP14	chr7
FKBP4	chr12
FKRP	chr19
FLAD1	chr1
FLNB	chr3
FLRT3	chr20
FMNL2	chr2
FMO3	chr1
FMO4	chr1
FNDC7	chr1
FOXA1	chr14
FOXA2	chr20
FOXC1	chr6
FOXF2	chr6
FOXH1	chr8
FOXI2	chr10
FOXJ2	chr12
FOXK1	chr7
FOXN1	chr17
FOXN2	chr2
FOXO4	chrX
FOXP1	chr3
FOXP2	chr7
FOXP3	chrX
FOXR2	chrX
FRMD6	chr14
FRRS1	chr1
FRS2	chr12
FSD1	chr19
FSD1L	chr9
FSD2	chr15
FSTL3	chr19
FTCD	chr21
FTO	chr16
FURIN	chr15
FUS	chr16
FUT6	chr19
FUT8	chr14
FUZ	chr19
FYCO1	chr3
FZD5	chr2
GABRA6	chr5
GABRP	chr5
GABRQ	chrX
GABRR2	chr6
GAD1	chr2
GAGE12H	chrX
GALE	chr1
GALK1	chr17
GALNT14	chr2
GALNT18	chr11
GALNT3	chr2
GALNT8	chr12
GALNTL5	chr7
GANC	chr15
GAP43	chr3
GART	chr21
GAS2L2	chr17
GAS6	chr13
GATA2	chr3
GATA3	chr10
GATA5	chr20
GATAD2B	chr1
GATSL3	chr22
GBE1	chr3
GBP2	chr1
GBP5	chr1
GBP6	chr1
GCFC2	chr2
GCGR	chr17
GCKR	chr2
GDAP1L1	chr20
GDE1	chr16
GDF5	chr20
GEM	chr8
GEMIN5	chr5
GET4	chr7
GFM1	chr3
GFPT1	chr2
GFRAL	chr6
GGA2	chr16
GGT1	chr22
GGT2	chr22
GGT7	chr20
GGTLC1	chr20
GIMAP4	chr7
GIPC3	chr19
GIPR	chr19
GJA4	chr1
GJA9	chr1
GJB1	chrX
GLCE	chr15
GLIPR1	chr12
GLIPR2	chr9
GLMN	chr1
GLO1	chr6
GLUD1	chr10
GLYATL3	chr6
GLYR1	chr16
GMPR	chr6
GNAI1	chr7
GNAI3	chr1
GNAL	chr18
GNAQ	chr9
GNAT1	chr3
GNAT2	chr1
GNB1	chr1
GNG11	chr7
GNL3L	chrX
GNMT	chr6
GNPAT	chr1
GNPTG	chr16
GOLGA5	chr14
GOLGA8N	chr15
GOLGA8O	chr15
GOLGA8Q	chr15
GOLIM4	chr3
GOLPH3	chr5
GOLPH3L	chr1
GORAB	chr1
GP1BA	chr17
GP6	chr19
GPAA1	chr8
GPAM	chr10
GPATCH4	chr1
GPC1	chr2
GPC3	chrX
GPR101	chrX
GPR107	chr9
GPR114	chr16
GPR12	chr13
GPR123	chr10
GPR128	chr3
GPR135	chr14
GPR141	chr7
GPR161	chr1
GPR17	chr2
GPR174	chrX
GPR183	chr13
GPR19	chr12
GPR22	chr7
GPR35	chr2
GPR4	chr19
GPR45	chr2
GPR52	chr1
GPR84	chr12
GPR87	chr3
GPR97	chr16
GPRASP2	chrX
GPSM2	chr1
GPT	chr8
GRAMD3	chr5
GRAP2	chr22
GRB14	chr2
GREM2	chr1
GRHL1	chr2
GRID2IP	chr7
GRPR	chrX
GSC	chr14
GSDMB	chr17
GSG2	chr17
GSPT2	chrX
GSTK1	chr7
GUCA1C	chr3
GZF1	chr20
H1FNT	chr12
HABP2	chr10
HAL	chr12
HAO1	chr20
HAPLN3	chr15
HAPLN4	chr19
HAUS3	chr4
HAUS5	chr19
HAUS8	chr19
HBP1	chr7
HCFC1	chrX
HCFC1R1	chr16
HCK	chr20
HDAC11	chr3
HDAC2	chr6
HDAC7	chr12
HDGF	chr1
HDGFL1	chr6
HDX	chrX
HEATR2	chr7
HEATR3	chr16
HEG1	chr3
HEPACAM	chr11
HEPN1	chr11
HERC3	chr4
HERC5	chr4
HERC6	chr4
HES1	chr3
HEXIM2	chr17
HEY2	chr6
HFE2	chr1
HGD	chr3
HGF	chr7
HGS	chr17
HHIP	chr4
HHIPL2	chr1
HHLA2	chr3
HIATL1	chr9
HIBADH	chr7
HIF1A	chr14
HIGD2B	chr15
HIST1H1D	chr6
HIST1H2AE	chr6
HIST1H2AK	chr6
HIST1H2BA	chr6
HIST1H2BB	chr6
HIST1H2BI	chr6
HIST1H2BJ	chr6
HIST1H2BK	chr6
HIST1H2BN	chr6
HIST1H3C	chr6
HIST1H3D	chr6
HIST1H3E	chr6
HIST1H3G	chr6
HIST1H4H	chr6
HIST2H2BE	chr1
HJURP	chr2
HK2	chr2
HLA-A	chr6
HM13	chr20
HMCES	chr3
HMGB1	chr13
HMOX1	chr22
HMOX2	chr16
HN1L	chr16
HNF1A	chr12
HNRNPA2B1	chr7
HNRNPH1	chr5
HORMAD1	chr1
HOXB13	chr17
HOXB3	chr17
HOXB6	chr17
HOXD13	chr2
HOXD3	chr2
HP1BP3	chr1
HPX	chr11
HR	chr8
HRASLS5	chr11
HRH3	chr20
HS1BP3	chr2
HS3ST2	chr16
HSD17B12	chr11
HSP90B1	chr12
HSPA12B	chr20
HSPA1L	chr6
HSPA4	chr5
HSPA9	chr5
HSPB8	chr12
HSPD1	chr2
HTATSF1	chrX
HTR3C	chr3
HTR3D	chr3
HTR4	chr5
HUNK	chr21
HYOU1	chr11
IAH1	chr2
IBTK	chr6
ICAM5	chr19
IDO2	chr8
IER3	chr6
IFI44	chr1
IFIT1B	chr10
IFNA14	chr9
IFNGR1	chr6
IFNL2	chr19
IFT81	chr12
IGDCC4	chr15
IGF1	chr12
IGF2BP2	chr3
IGFBP4	chr17
IGHMBP2	chr11
IGSF11	chr3
IGSF3	chr1
IGSF9B	chr11
IHH	chr2
IKBKAP	chr9
IKZF2	chr2
IKZF4	chr12
IL12B	chr5
IL12RB2	chr1
IL13	chr5
IL17RA	chr22
IL18R1	chr2
IL1R2	chr2
IL1RL1	chr2
IL1RL2	chr2
IL20RA	chr6
IL21R	chr16
IL22RA1	chr1
IL23R	chr1
IL3	chr5
IL36B	chr2
IL6ST	chr5
ILDR1	chr3
ILDR2	chr1
ILKAP	chr2
IMMT	chr2
IMPDH1	chr7
ING1	chr13
ING2	chr4
INHA	chr2
INHBE	chr12
INO80E	chr16
INPP1	chr2
INPP4B	chr4
INPP5F	chr10
INPPL1	chr11
INSR	chr19
INTS2	chr17
INTS8	chr8
INTU	chr4
INVS	chr9
IPO5	chr13
IPO7	chr11
IPO8	chr12
IQCE	chr7
IQSEC2	chrX
IRAK2	chr3
IRAK3	chr12
IREB2	chr15
IRF2	chr4
IRX6	chr16
ISOC1	chr5
ISX	chr22
ITGA3	chr17
ITGB4	chr17
ITGB7	chr12
ITIH2	chr10
ITLN1	chr1
ITLN2	chr1
ITPRIP	chr10
IVL	chr1
IWS1	chr2
IYD	chr6
JAM2	chr21
JHDM1D	chr7
JKAMP	chr14
JPH3	chr16
JPH4	chr14
KAL1	chrX
KAT2A	chr17
KATNB1	chr16
KATNBL1	chr15
KBTBD13	chr15
KBTBD3	chr11
KCMF1	chr2
KCNC1	chr11
KCNC2	chr12
KCNC4	chr1
KCNF1	chr2
KCNG2	chr18
KCNG3	chr2
KCNH2	chr7
KCNIP1	chr5
KCNJ1	chr11
KCNJ4	chr22
KCNK1	chr1
KCNK13	chr14
KCNK17	chr6
KCNK18	chr10
KCNK4	chr11
KCNK5	chr6
KCNK6	chr19
KCNMA1	chr10
KCNN2	chr5
KCNQ2	chr20
KCNQ4	chr1
KCNS1	chr20
KCNT1	chr9
KCTD18	chr2
KCTD20	chr6
KCTD7	chr7
KCTD8	chr4
KDELR1	chr19
KDELR3	chr22
KDM1B	chr6
KDM5C	chrX
KHK	chr2
KIAA0226L	chr13
KIAA0556	chr16
KIAA0922	chr4
KIAA1033	chr12
KIAA1217	chr10
KIAA1239	chr4
KIAA1324	chr1
KIAA1430	chr4
KIAA1586	chr6
KIAA1614	chr1
KIAA1671	chr22
KIAA1919	chr6
KIF17	chr1
KIF18A	chr11
KIF1A	chr2
KIF21B	chr1
KIF26A	chr14
KIF27	chr9
KIF2A	chr5
KIF3C	chr2
KIF4B	chr5
KIF5B	chr10
KIF7	chr15
KIF9	chr3
KIFC3	chr16
KIR3DX1	chr19
KIRREL2	chr19
KIRREL3	chr11
KLB	chr4
KLF1	chr19
KLF11	chr2
KLF17	chr1
KLF4	chr9
KLF5	chr13
KLF7	chr2
KLF8	chrX
KLHDC1	chr14
KLHDC2	chr14
KLHL10	chr17
KLHL18	chr3
KLHL21	chr1
KLHL24	chr3
KLHL3	chr5
KLHL33	chr14
KLHL4	chrX
KLHL40	chr3
KLHL42	chr12
KLHL8	chr4
KLK5	chr19
KLKB1	chr4
KLRC1	chr12
KMO	chr1
KNOP1	chr16
KNTC1	chr12
KPNA4	chr3
KPNA5	chr6
KPNA7	chr7
KPRP	chr1
KRI1	chr19
KRIT1	chr7
KRT18	chr12
KRT20	chr17
KRT23	chr17
KRT34	chr17
KRT36	chr17
KRT37	chr17
KRT40	chr17
KRT7	chr12
KRT78	chr12
KRT9	chr17
KRTAP1-5	chr17
KRTAP10-7	chr21
KRTAP19-1	chr21
KRTAP2-4	chr17
KRTAP21-3	chr21
KRTAP4-5	chr17
KRTAP4-6	chr17
KRTAP5-10	chr11
KRTAP5-4	chr11
KRTAP5-5	chr11
KXD1	chr19
L1CAM	chrX
L3MBTL3	chr6
LACTB	chr15
LAMB3	chr1
LAMP3	chr3
LANCL2	chr7
LARP6	chr15
LAYN	chr11
LDB1	chr10
LDHC	chr11
LDHD	chr16
LDOC1L	chr22
LENG8	chr19
LEO1	chr15
LEPREL1	chr3
LGALS2	chr22
LGALS9B	chr17
LGALS9C	chr17
LGI1	chr10
LIG4	chr13
LILRA1	chr19
LILRA4	chr19
LILRB5	chr19
LIMCH1	chr4
LIMK1	chr7
LIPC	chr15
LIPG	chr18
LIPH	chr3
LIPK	chr10
LIPN	chr10
LMOD1	chr1
LMOD3	chr3
LNX2	chr13
LONP2	chr16
LOXL4	chr10
LPAR4	chrX
LPCAT1	chr5
LPGAT1	chr1
LPIN1	chr2
LPIN3	chr20
LPL	chr8
LPPR1	chr9
LRCH2	chrX
LRCH4	chr7
LRFN3	chr19
LRIG1	chr3
LRIG2	chr1
LRMP	chr12
LRP10	chr14
LRP5L	chr22
LRP8	chr1
LRRC1	chr6
LRRC10B	chr11
LRRC14	chr8
LRRC15	chr3
LRRC16B	chr14
LRRC23	chr12
LRRC30	chr18
LRRC36	chr16
LRRC37A	chr17
LRRC39	chr1
LRRC45	chr17
LRRC46	chr17
LRRC48	chr17
LRRC52	chr1
LRRC55	chr11
LRRC6	chr8
LRRC66	chr4
LRRC8C	chr1
LRRCC1	chr8
LRRFIP1	chr2
LRRN1	chr3
LRSAM1	chr9
LSS	chr21
LTBP3	chr11
LTV1	chr6
LUZP1	chr1
LYAR	chr4
LYN	chr8
LYPD3	chr19
LYPLA1	chr8
LYZL1	chr10
LYZL2	chr10
LZTS2	chr10
MAATS1	chr3
MAB21L1	chr13
MACROD2	chr20
MADD	chr11
MAEL	chr1
MAFB	chr20
MAGEA10	chrX
MAGEB2	chrX
MAGEB5	chrX
MAGOHB	chr12
MALT1	chr18
MAN2B1	chr19
MAN2B2	chr4
MAOB	chrX
MAP10	chr1
MAP1LC3C	chr1
MAP2K5	chr15
MAP2K7	chr19
MAP3K3	chr17
MAP3K6	chr1
MAP3K7	chr6
MAP4K3	chr2
MAP4K4	chr2
MAPK11	chr22
MAPK6	chr15
MAPK7	chr17
MAPK8IP2	chr22
MAPKBP1	chr15
MARCH6	chr5
MARCO	chr2
MARK1	chr1
MAST1	chr19
MAVS	chr20
MB21D1	chr6
MBD6	chr12
MBNL1	chr3
MBTPS1	chr16
MC2R	chr18
MC4R	chr18
MCHR2	chr6
MCL1	chr1
MCM3	chr6
MCM6	chr2
MCOLN3	chr1
MCRS1	chr12
MDH1	chr2
MED1	chr17
MED16	chr19
MEF2D	chr1
MEOX2	chr7
MEP1B	chr18
MEPCE	chr7
MEST	chr7
MET	chr7
METTL11B	chr1
METTL24	chr6
MEX3A	chr1
MFAP5	chr12
MFI2	chr3
MFRP	chr11
MFSD4	chr1
MGAT4B	chr5
MGAT4C	chr12
MGRN1	chr16
MGST1	chr12
MIB1	chr18
MICAL2	chr11
MICALL1	chr22
MICALL2	chr7
MIER2	chr19
MIER3	chr5
MINA	chr3
MISP	chr19
MKKS	chr20
MKLN1	chr7
MKNK2	chr19
MLEC	chr12
MLLT3	chr9
MLNR	chr13
MLTK	chr2
MMP13	chr11
MMP15	chr16
MMP26	chr11
MMP28	chr17
MMP9	chr20
MN1	chr22
MOB1B	chr4
MOCS1	chr6
MOGAT1	chr2
MOGAT2	chr11
MON1B	chr16
MORC4	chrX
MPEG1	chr11
MPHOSPH10	chr2
MPI	chr15
MPP3	chr17
MPP5	chr14
MPPED2	chr11
MPZ	chr1
MRC1L1	chr10
MREG	chr2
MRGPRD	chr11
MROH8	chr20
MRPL10	chr17
MRPL39	chr21
MRPL45	chr17
MRPS22	chr3
MRPS23	chr17
MRPS25	chr3
MRPS26	chr20
MRPS31	chr13
MRS2	chr6
MS4A2	chr11
MS4A3	chr11
MS4A4A	chr11
MS4A5	chr11
MSANTD3	chr9
MSL2	chr3
MSLNL	chr16
MST1	chr3
MSTO1	chr1
MTA1	chr14
MTCH2	chr11
MTFMT	chr15
MTMR10	chr15
MTMR4	chr17
MTMR6	chr13
MTMR9	chr8
MTNR1A	chr4
MTNR1B	chr11
MTO1	chr6
MTRNR2L7	chr10
MTSS1L	chr16
MTUS2	chr13
MUC15	chr11
MUC5AC	chr11
MUSK	chr9
MXRA5	chrX
MYADM	chr19
MYB	chr6
MYBPC3	chr11
MYBPH	chr1
MYCBPAP	chr17
MYCT1	chr6
MYL9	chr20
MYO19	chr17
MYO1D	chr17
MYO5C	chr15
MYO6	chr6
MYOG	chr1
MYOZ1	chr10
MYOZ3	chr5
MYRF	chr11
MYRFL	chr12
N4BP2	chr4
NAA15	chr4
NAA35	chr9
NAALAD2	chr11
NAB2	chr12
NADK	chr1
NADSYN1	chr11
NAIP	chr5
NANOG	chr12
NANP	chr20
NAP1L1	chr12
NAP1L3	chrX
NAPB	chr20
NAPSA	chr19
NARS2	chr11
NASP	chr1
NAT10	chr11
NAT2	chr8
NBPF11	chr1
NBPF12	chr1
NBPF4	chr1
NCAPD2	chr12
NCAPD3	chr11
NCAPG2	chr7
NCF1	chr7
NCKIPSD	chr3
NCOA5	chr20
NCR1	chr19
NDE1	chr16
NDFIP1	chr5
NDOR1	chr9
NDRG1	chr8
NDST1	chr5
NDUFAB1	chr16
NDUFB5	chr3
NECAB1	chr8
NEDD9	chr6
NEK10	chr3
NEK3	chr13
NEK7	chr1
NELFCD	chr20
NEMF	chr14
NEU3	chr11
NEUROD6	chr7
NEXN	chr1
NFATC2	chr20
NFATC4	chr14
NFKBID	chr19
NGFRAP1	chrX
NGLY1	chr3
NHLH1	chr1
NIM1	chr5
NIPAL1	chr4
NIT1	chr1
NKAP	chrX
NKG2-E	chr12
NKX1-1	chr4
NKX1-2	chr10
NKX3-1	chr8
NKX3-2	chr4
NLK	chr17
NLRP1	chr17
NME2	chr17
NME7	chr1
NME9	chr3
NMI	chr2
NMT2	chr10
NOA1	chr4
NOB1	chr16
NOL7	chr6
NOL9	chr1
NOLC1	chr10
NOMO2	chr16
NOP14	chr4
NOS1AP	chr1
NOV	chr8
NPAS1	chr19
NPHP1	chr2
NPIPA1	chr16
NPIPB5	chr16
NPLOC4	chr17
NPTXR	chr22
NPY1R	chr4
NPY5R	chr4
NR1D2	chr3
NR1I2	chr3
NR2C2	chr3
NR2F2	chr15
NR3C1	chr5
NR5A2	chr1
NRBP2	chr8
NRCAM	chr7
NRSN2	chr20
NSFL1C	chr20
NSMAF	chr8
NSMCE2	chr8
NSMF	chr9
NSUN3	chr3
NSUN4	chr1
NSUN6	chr10
NT5C1A	chr1
NT5C1B-RDH14	chr2
NT5DC1	chr6
NT5E	chr6
NTNG1	chr1
NTNG2	chr9
NTPCR	chr1
NTRK2	chr9
NUAK1	chr12
NUBP2	chr16
NUCB1	chr19
NUDCD1	chr8
NUDT17	chr1
NUDT4	chr12
NUF2	chr1
NUFIP2	chr17
NUP107	chr12
NUP210	chr3
NUP214	chr9
NUP37	chr12
NUP54	chr4
NUP88	chr17
NUPR1L	chr7
NUTM1	chr15
NUTM2D	chr10
NXN	chr17
NXPE4	chr11
NXPH2	chr2
NXPH3	chr17
NYX	chrX
OAS3	chr12
OASL	chr12
OBP2B	chr9
OC90	chr8
OCLN	chr5
OLA1	chr2
OLFM4	chr13
OLFML3	chr1
ONECUT2	chr18
OOEP	chr6
OPCML	chr11
OPN3	chr1
OPN4	chr10
OPN5	chr6
OPRD1	chr1
OPRM1	chr6
OR10AG1	chr11
OR10G4	chr11
OR10G7	chr11
OR10G8	chr11
OR10H1	chr19
OR10J1	chr1
OR10J3	chr1
OR10K2	chr1
OR10S1	chr11
OR10Z1	chr1
OR11G2	chr14
OR11H1	chr22
OR11H6	chr14
OR11L1	chr1
OR13A1	chr10
OR13C9	chr9
OR1F1	chr16
OR1K1	chr9
OR1S1	chr11
OR2AE1	chr7
OR2AG1	chr11
OR2AK2	chr1
OR2B2	chr6
OR2L5	chr1
OR2M5	chr1
OR2T1	chr1
OR2T11	chr1
OR2Y1	chr5
OR2Z1	chr19
OR4A5	chr11
OR4C13	chr11
OR4C46	chr11
OR4D9	chr11
OR4E2	chr14
OR4F6	chr15
OR4K13	chr14
OR4K17	chr14
OR4L1	chr14
OR51B6	chr11
OR51L1	chr11
OR52A5	chr11
OR52B6	chr11
OR52M1	chr11
OR52N2	chr11
OR52N5	chr11
OR56A1	chr11
OR56B4	chr11
OR5AN1	chr11
OR5D14	chr11
OR5D16	chr11
OR5H1	chr3
OR5H2	chr3
OR5H6	chr3
OR5I1	chr11
OR5J2	chr11
OR5L1	chr11
OR5M9	chr11
OR5R1	chr11
OR5T1	chr11
OR5T3	chr11
OR6A2	chr11
OR6B2	chr2
OR6C1	chr12
OR6F1	chr1
OR6N1	chr1
OR7E24	chr19
OR8A1	chr11
OR8D1	chr11
OR8G5	chr11
OR8I2	chr11
OR8K1	chr11
OR9K2	chr12
OR9Q1	chr11
ORAI2	chr7
OSBP	chr11
OSBP2	chr22
OSBPL10	chr3
OSBPL11	chr3
OSBPL2	chr20
OSBPL6	chr2
OSCAR	chr19
OSR1	chr2
OSR2	chr8
OTOP2	chr17
OTUD6A	chrX
OTUD7B	chr1
OTX2	chr14
P2RX3	chr11
P2RY12	chr3
P2RY14	chr3
P4HA1	chr10
PABPC4	chr1
PABPC4L	chr4
PACRGL	chr4
PACS2	chr14
PAF1	chr19
PAFAH2	chr1
PAGE1	chrX
PAH	chr12
PAK3	chrX
PALD1	chr10
PAMR1	chr11
PANK3	chr5
PANX3	chr11
PAOX	chr10
PAPD5	chr16
PAPLN	chr14
PAPOLG	chr2
PAPPA	chr9
PAPSS1	chr4
PAQR3	chr4
PARP6	chr15
PARVG	chr22
PAX1	chr20
PAX2	chr10
PAX8	chr2
PBDC1	chrX
PC	chr11
PCCA	chr13
PCDHA5	chr5
PCDHA9	chr5
PCDHB17	chr5
PCDHGB1	chr5
PCDHGB6	chr5
PCDHGC4	chr5
PCNA	chr20
PCNP	chr3
PCSK4	chr19
PCYOX1L	chr5
PDCD6	chr5
PDCD6IP	chr3
PDE1B	chr12
PDE4A	chr19
PDE4B	chr1
PDE8A	chr15
PDGFC	chr4
PDHA1	chrX
PDIA4	chr7
PDK4	chr7
PDXDC1	chr16
PDYN	chr20
PDZD7	chr10
PEAK1	chr15
PECR	chr2
PELI2	chr14
PELO	chr5
PEX11B	chr1
PEX12	chr17
PEX14	chr1
PEX16	chr11
PEX3	chr6
PEX5	chr12
PFKFB2	chr1
PFKL	chr21
PGAP2	chr11
PGGT1B	chr5
PGM2	chr4
PGM2L1	chr11
PGM3	chr6
PGM5	chr9
PGRMC2	chr4
PGS1	chr17
PHEX	chrX
PHF13	chr1
PHF8	chrX
PHLDA1	chr12
PHLPP2	chr16
PHOX2A	chr11
PHYH	chr10
PHYHIPL	chr10
PIBF1	chr13
PICALM	chr11
PICK1	chr22
PIGA	chrX
PIGG	chr4
PIGK	chr1
PIGR	chr1
PIGS	chr17
PIK3R1	chr5
PIK3R5	chr17
PILRA	chr7
PIM1	chr6
PIN1	chr19
PIP4K2B	chr17
PIP5K1A	chr1
PIP5K1B	chr9
PIRT	chr17
PITHD1	chr1
PITPNA	chr17
PKD2	chr4
PKN1	chr19
PKNOX2	chr11
PKP1	chr1
PKP3	chr11
PLA1A	chr3
PLA2G2F	chr1
PLA2G3	chr22
PLA2G4C	chr19
PLA2G4F	chr15
PLAT	chr8
PLBD2	chr12
PLCB2	chr15
PLCG2	chr16
PLCL1	chr2
PLCL2	chr3
PLCXD3	chr5
PLD5	chr1
PLEK2	chr14
PLEKHA2	chr8
PLEKHA8	chr7
PLEKHB2	chr2
PLEKHF1	chr19
PLEKHG2	chr19
PLEKHG5	chr1
PLEKHH3	chr17
PLEKHM2	chr1
PLEKHO1	chr1
PLG	chr6
PLIN5	chr19
PLK3	chr1
PLS3	chrX
PLVAP	chr19
PLXDC1	chr17
PMEL	chr12
PMF1	chr1
PMP22	chr17
PNLDC1	chr6
PNLIP	chr10
PNMA1	chr14
POC5	chr5
PODN	chr1
POLD2	chr7
POLE2	chr14
POLG	chr15
POLN	chr4
POLR1B	chr2
POLR1E	chr9
POLR2C	chr16
POLR2D	chr2
POLRMT	chr19
POMGNT2	chr3
POMZP3	chr7
PON1	chr7
PORCN	chrX
POTEG	chr14
POU4F1	chr13
POU5F1B	chr8
POU6F1	chr12
PPAN-P2RY11	chr19
PPARD	chr6
PPARGC1B	chr5
PPEF2	chr4
PPHLN1	chr12
PPIF	chr10
PPIL2	chr22
PPM1D	chr17
PPM1L	chr3
PPP1R15A	chr19
PPP1R1B	chr17
PPP1R36	chr14
PPP1R3C	chr10
PPP1R3E	chr14
PPP2CA	chr5
PPP3CC	chr8
PPP6R3	chr11
PQBP1	chrX
PRAMEF26	chr1
PRDM11	chr11
PRDM14	chr8
PRDM8	chr4
PRDX3	chr10
PRDX5	chr11
PRG3	chr11
PRIM1	chr12
PRKAA1	chr5
PRKAR1B	chr7
PRKAR2B	chr7
PRKCE	chr2
PRKCG	chr19
PRKCQ	chr10
PRKG1	chr10
PRL	chr6
PRLR	chr5
PRMT1	chr19
PRODH2	chr19
PROM1	chr4
PROM2	chr2
PROSER2	chr10
PROZ	chr13
PRPF19	chr11
PRPF39	chr14
PRPF40B	chr12
PRR21	chr2
PRSS12	chr4
PRSS37	chr7
PSD	chr10
PSD3	chr8
PSKH2	chr8
PSMB6	chr17
PSMC1	chr14
PSMD3	chr17
PSMD5	chr9
PSMG1	chr21
PSTK	chr10
PSTPIP2	chr18
PTCHD2	chr1
PTCHD4	chr6
PTDSS1	chr8
PTF1A	chr10
PTGER3	chr1
PTGES3L	chr17
PTGIR	chr19
PTGS2	chr1
PTH1R	chr3
PTHLH	chr12
PTPN1	chr20
PTPN12	chr7
PTPN2	chr18
PTPN22	chr1
PTPN23	chr3
PTPRA	chr20
PTPRO	chr12
PTTG1IP	chr21
PTX4	chr16
PUS10	chr2
PUSL1	chr1
PWP1	chr12
PWP2	chr21
PYDC1	chr16
PYGB	chr20
PYGL	chr14
PYGO1	chr15
PZP	chr12
QTRT1	chr19
QTRTD1	chr3
R3HDM1	chr2
R3HDML	chr20
RAB11FIP3	chr16
RAB17	chr2
RAB31	chr18
RAB40B	chr17
RAB4A	chr1
RAB4B-EGLN2	chr19
RAB9B	chrX
RABIF	chr1
RAC1	chr7
RACGAP1	chr12
RAD17	chr5
RAD50	chr5
RAD51AP2	chr2
RAD54L	chr1
RAD9B	chr12
RADIL	chr7
RALGDS	chr9
RALGPS2	chr1
RAMP2	chr17
RANBP1	chr22
RANBP6	chr9
RANBP9	chr6
RAPGEF4	chr2
RAPSN	chr11
RASAL1	chr12
RASGEF1C	chr5
RASGRP2	chr11
RASGRP3	chr2
RASIP1	chr19
RASSF5	chr1
RBFOX2	chr22
RBM10	chrX
RBM11	chr21
RBM41	chrX
RBMXL3	chrX
RBMY1A1	chrY
RBPJL	chr20
RC3H2	chr9
RCAN1	chr21
RCBTB1	chr13
RCC1	chr1
RCOR3	chr1
RCSD1	chr1
RCVRN	chr17
RDH13	chr19
RDH8	chr19
RECQL5	chr17
REL	chr2
RELB	chr19
REPS1	chr6
REPS2	chrX
RERG	chr12
REXO1L1	chr8
RFC1	chr4
RFFL	chr17
RFTN1	chr3
RGAG4	chrX
RGL3	chr19
RGN	chrX
RGS12	chr4
RHBDF1	chr16
RHBDF2	chr17
RHBDL2	chr1
RHBG	chr1
RHCE	chr1
RHCG	chr15
RHOT2	chr16
RHPN1	chr8
RIC8A	chr11
RINL	chr19
RINT1	chr7
RIPPLY2	chr6
RIT2	chr18
RLBP1	chr15
